symbol,entry_date,ml_rank,regime,signals_aligned,insider_confirmed,vix_rising,vix,equity_return,call_cost,call_pnl,call_return,kelly_fraction,kelly_weighted_pnl
BA,2023-07-19,0.8636363636363636,TRENDING_BULL,2,False,True,13.760000228881836,0.10920420955305517,4.93739875771729,22.314211713310478,4.519426687672887,0.2,0.9038853375345774
SNOW,2023-08-02,0.9113636363636364,TRENDING_BULL,2,False,True,16.09000015258789,-0.09058325096739421,4.55566038341696,-1.1729200655283032,-0.2574643337764695,0.2,-0.0514928667552939
AMZN,2023-07-25,0.9159090909090908,TRENDING_BULL,2,False,True,13.859999656677246,0.08371406450734663,3.0786181999815736,10.455491065875322,3.396163598960696,0.2,0.6792327197921393
AXON,2023-08-16,0.9590909090909092,CHOPPY,2,False,True,16.780000686645508,0.05139957857835615,5.795325946838529,9.499761004622867,1.639210821231752,0.2,0.32784216424635043
SHOP,2023-08-17,0.9931818181818182,CHOPPY,2,False,True,17.889999389648438,0.24934228370337283,1.6377614766488098,13.30288895823382,8.12260463315709,0.2,1.6245209266314182
NVDA,2023-08-03,1.0,TRENDING_BULL,2,False,True,15.920000076293944,-0.026305686525544717,1.2190313729652058,-0.24987939402732529,-0.20498192217933792,0.2,-0.04099638443586759
GE,2023-08-03,0.9477272727272728,TRENDING_BULL,2,False,True,15.920000076293944,-0.012459936712107815,2.4556652173990106,-0.4756056630783909,-0.19367691479628585,0.2,-0.03873538295925717
AMZN,2023-09-20,0.8568181818181818,TRENDING_BULL,2,False,True,15.140000343322754,-0.061275731373567406,3.5233598879055883,-0.8228273025975543,-0.2335348442326374,0.2,-0.04670696884652748
NFLX,2023-09-29,0.8204545454545454,CHOPPY,2,False,True,17.520000457763672,-0.05805078457395356,1.1379718656241933,-0.2627596226174621,-0.23090168619707907,0.2,-0.046180337239415815
EOG,2023-09-20,0.9,TRENDING_BULL,2,False,True,15.140000343322754,-0.048924297925485555,3.268398905135247,-0.7303235426892534,-0.2234499410527224,0.2,-0.044689988210544485
VST,2023-09-20,0.9772727272727272,TRENDING_BULL,2,False,True,15.140000343322754,-0.029375409970844705,0.8422312437513306,-0.17475316340058333,-0.20748834087681903,0.2,-0.04149766817536381
PLTR,2023-10-04,0.975,CHOPPY,2,False,True,18.579999923706055,0.0934520828659945,0.5027358587782332,1.416107879867326,2.8168030092557994,0.2,0.5633606018511599
LLY,2023-09-29,0.8954545454545455,CHOPPY,2,False,True,17.520000457763672,0.13417609641811484,16.187469833404577,70.87295857800459,4.378260426577021,0.2,0.8756520853154042
ANF,2023-09-20,0.9863636363636364,TRENDING_BULL,2,False,True,15.140000343322754,0.09711444911672108,1.3086617130123201,4.743625688272299,3.624791373588265,0.2,0.7249582747176531
APP,2023-09-21,0.9818181818181818,TRENDING_BULL,2,False,True,17.540000915527344,0.0327784126234331,1.1597874920218438,1.0782170943269542,0.9296678070284333,0.2,0.18593356140568668
OXY,2023-10-18,0.9659090909090908,CHOPPY,2,False,True,19.219999313354492,-0.07729322390448778,2.198570815101175,-0.5421963029836472,-0.2466130721191694,0.2,-0.049322614423833885
INTU,2024-01-02,0.85,TRENDING_BULL,2,False,True,13.199999809265137,-0.006492617673830298,13.708934911549767,-2.5883102356706917,-0.18880461920422734,0.2,-0.03776092384084547
CRM,2024-01-03,0.8590909090909091,TRENDING_BULL,3,True,True,14.039999961853027,0.08981891457319789,6.0821518183389935,21.949945237597717,3.6089111046873112,0.3,1.0826733314061934
PLTR,2024-01-30,0.9590909090909092,TRENDING_BULL,2,False,True,13.3100004196167,0.4342891611209422,0.3832648247178726,7.335574078319029,19.13970081579718,0.2,3.827940163159436
NET,2024-01-19,0.8590909090909091,TRENDING_BULL,2,False,True,13.300000190734863,0.015980369712869348,1.8611211384840334,0.9827647141129403,0.528049837160759,0.2,0.10560996743215181
VRT,2024-02-01,0.9818181818181818,TRENDING_BULL,2,False,True,13.880000114440918,0.056844956612148445,1.419645183736228,3.1853823267478782,2.2437876472518123,0.2,0.4487575294503625
MSFT,2024-02-16,0.9318181818181818,TRENDING_BULL,2,False,True,14.239999771118164,0.02687723589258743,9.897403697214289,9.261008669443838,0.9357008113198848,0.2,0.18714016226397698
INTU,2024-02-16,0.8977272727272727,TRENDING_BULL,2,False,True,14.239999771118164,0.019321656599939462,16.062276500944186,9.975899797199617,0.6210763335205446,0.2,0.12421526670410893
NVDA,2024-04-10,0.9659090909090908,TRENDING_BULL,2,False,True,15.800000190734863,-0.08458276620616291,2.365573452759238,-0.597460960889391,-0.2525649584850152,0.2,-0.050512991697003046
PLTR,2024-04-10,0.9704545454545456,TRENDING_BULL,2,False,True,15.800000190734863,-0.03702051386626287,0.6093378381961686,-0.13023410646037192,-0.21373054206826508,0.2,-0.04274610841365302
AMGN,2024-05-13,0.8636363636363636,CHOPPY,2,False,True,13.600000381469728,-0.02677908717371323,7.215877599982467,-1.48191361390072,-0.2053684521899763,0.2,-0.04107369043799526
