symbol,earnings_date,entry_date,beat_streak,surprise,entry_price,exit_price,mom_60d,above_sma200,vix_at_entry,equity_return,call_cost,call_pnl,call_return,hold_days
STAG,2025-06-30,2025-06-10,4,0.2534,37.02000045776367,36.540000915527344,0.032685009981378875,True,16.950000762939453,-0.012965951817962895,1.0074148862761159,-0.909381584364698,-0.9026882536213103,21
STAG,2025-12-31,2025-12-11,4,0.0513,38.15999984741211,36.91999816894531,0.06970649523187832,True,14.850000381469728,-0.032494803024767045,0.9097813949288868,-0.8279637020425676,-0.9100688436338991,22
WSM,2025-07-31,2025-07-11,4,0.1159,174.82000732421875,187.6699981689453,0.18258787375827049,True,16.399999618530273,0.07350412027437539,4.602959929133566,8.734193630749477,1.897516764260329,21
WSM,2025-10-31,2025-10-10,4,0.048699997,181.4499969482422,192.6199951171875,0.060953418267339875,True,21.65999984741211,0.061559649252193184,6.309829680344207,5.399368064350775,0.8557074180893318,24
WSM,2026-01-31,2026-01-09,4,0.0446,199.0399932861328,214.02999877929688,0.04511653954202933,True,14.489999771118164,0.07531152531549257,4.630319393309674,10.760490751023934,2.3239197638443074,24
INTU,2025-07-31,2025-07-11,4,0.034,747.9000244140625,776.1500244140625,0.20566921019253617,True,16.399999618530273,0.037772428236156674,19.691990042028962,10.57277713946766,0.5369074997957035,21
HII,2025-06-30,2025-06-10,4,0.12529999,223.3000030517578,246.30999755859375,0.07241378391381989,True,16.950000762939453,0.10304520462322853,6.076600334905349,17.594220163979244,2.895405192754593,21
HII,2025-09-30,2025-09-10,4,0.083100006,271.92999267578125,286.010009765625,0.15691538012807674,True,15.350000381469728,0.05177809535203121,6.701433675895673,8.073487680284655,1.204740369112972,21
HII,2025-12-31,2025-12-11,4,0.050300002,326.7200012207031,349.75,0.15924950595280518,True,14.850000381469728,0.07048848767523065,7.78940722354057,16.01566575689914,2.056082741251193,22
AVGO,2025-07-31,2025-07-11,4,0.016,274.3800048828125,288.6400146484375,0.34780234068196186,True,16.399999618530273,0.051971752721979285,7.2243456979657354,7.784929558205888,1.0775964888277707,21
AVGO,2025-10-31,2025-10-10,4,0.0438,324.6300048828125,362.5499877929687,0.12719098026637146,True,21.65999984741211,0.11680985226194618,11.288840310777967,27.6460258127595,2.4489695178312147,24
LIN,2025-03-31,2025-03-11,4,0.0067000003,454.0700073242187,467.0899963378906,0.029819209211177592,True,26.920000076293945,0.028673968338929056,19.62456754923012,-4.614313206763471,-0.23512942107835097,21
LIN,2025-06-30,2025-06-10,4,0.0136,475.55999755859375,476.75,0.032067457478109365,True,16.950000762939453,0.00250231820909123,12.941280792380129,-10.472204034738493,-0.8092092430993819,21
LIN,2025-09-30,2025-09-10,4,0.0075,472.7000122070313,466.80999755859375,0.012904603228239447,True,15.350000381469728,-0.012460364917142992,11.649203345426429,-10.515018359600727,-0.9026384077782459,21
KTOS,2025-03-31,2025-03-11,4,0.32849997,29.059999465942383,29.299999237060547,0.059187864589271236,True,26.920000076293945,0.00825876722397872,1.2559515345676082,-0.8911047894777544,-0.7095057133590261,21
