symbol,entry_date,exit_date,entry_price,exit_price,qty,pnl,reason,ml_rank_pct,rule_score,combined_score,side
OKTA,2022-06-09,2022-06-16,100.8000030517578,79.07952091598511,148,3213.8913560943574,short_take_profit,0.02284263959390863,0.05409234812521727,-0.0876761247732481,short
FDX,2022-06-22,2022-06-22,227.26356889343265,228.90549427032474,64,104.76322412109374,regime_exit,0.8227848101265823,0.21994091886112835,0.9550317773025463,long
STLD,2022-06-22,2022-06-22,68.10403469467163,67.36630152511597,215,-159.68763145446547,regime_exit,0.8025316455696202,0.16815967748273486,0.7390944487609317,long
WMB,2022-06-15,2022-06-30,32.43000030517578,31.225604084014893,462,554.1210541763303,short_max_hold,0.025380710659898477,0.1841473647273355,-0.011231050342026393,short
CE,2022-06-15,2022-06-30,137.52000427246094,117.66880561065673,109,2163.235654136658,short_max_hold,0.0583756345177665,-0.14875852411231089,0.03766221865475876,short
OXY,2022-07-06,2022-07-06,58.60929183197022,59.08044561004639,387,180.40151211547843,regime_exit,0.9822784810126582,0.18861112133370012,1.0,long
MPC,2022-07-06,2022-07-06,80.95045866394042,79.27034255981445,162,-272.98880886840743,regime_exit,0.8481012658227848,0.08038202237558467,0.8129648313921778,long
ARRY,2022-07-01,2022-07-07,11.0,11.885940000000002,1363,-1214.351220000002,short_stop,0.012658227848101266,-0.009406836158552187,0.01045172144743592,short
PSX,2022-07-01,2022-07-18,82.37999725341797,82.791375,182,-75.78074987793008,short_max_hold,0.005063291139240506,-0.08410989321911137,0.0,short
CFLT,2022-07-19,2022-07-19,24.80239591598511,24.02798091506958,811,-632.1055657424935,regime_exit,0.9874371859296482,0.0575810008843268,0.894451567425116,long
NFLX,2022-07-19,2022-07-19,19.311651045799255,20.152918606758117,924,772.7112263259883,regime_exit,0.9170854271356784,0.17976225064131193,0.8427223390945586,long
RH,2022-07-11,2022-07-26,260.17999267578125,250.56522244262695,57,547.7569032897953,short_max_hold,0.017632241813602016,-0.1232907701492174,0.0035399406173200736,short
WERN,2022-07-19,2022-07-28,39.869998931884766,43.08112864585877,376,-1209.2647724542253,short_stop,0.01507537688442211,0.027598455795113764,0.016327684775491277,short
AVB,2022-07-27,2022-07-28,197.66000366210935,213.57954035705566,75,-1194.3402521209737,short_stop,0.017587939698492462,0.03648509756258497,0.019477655484901713,short
BNTX,2022-08-01,2022-08-03,163.58999633789062,176.76553464294435,122,-1608.0256732165537,short_stop,0.005025125628140704,0.16323628498280282,0.020846241563606913,short
UPST,2022-08-04,2022-08-08,28.979999542236328,31.314048705368045,690,-1613.9439225608844,short_stop,0.052763819095477386,-0.20334247363068642,0.027153189822861003,short
