symbol,entry_date,exit_date,entry_price,exit_price,qty,pnl,reason,hold_days,year
PEG,2017-09-13 00:00:00,2017-09-15 00:00:00,45.5709595413208,45.72835969543457,274,43.12764222717193,regime_exit,2,2017
RUN,2017-09-14 00:00:00,2017-09-15 00:00:00,6.8737201337814335,6.7065597906112675,1822,-304.56614525604255,regime_exit,1,2017
KTOS,2017-11-07 00:00:00,2017-11-13 00:00:00,11.202360305786131,9.98,1118,-1366.5988218688942,stop,6,2017
PRGO,2017-11-07 00:00:00,2017-11-14 00:00:00,80.86139694213867,85.828,154,764.8568709106455,max_hold,7,2017
GM,2017-11-07 00:00:00,2017-11-14 00:00:00,41.783400764465334,42.914,299,338.04917142486556,max_hold,7,2017
IONS,2017-11-07 00:00:00,2017-11-14 00:00:00,52.40459923553467,53.42293878173828,239,243.38315154266354,max_hold,7,2017
UPS,2017-11-08 00:00:00,2017-11-15 00:00:00,113.35625724792479,112.66421939086914,110,-76.12416427612175,max_hold,7,2017
AVAV,2017-11-08 00:00:00,2017-11-15 00:00:00,44.999819847106934,42.07567984771728,278,-812.9109198303233,max_hold,7,2017
HPQ,2017-11-08 00:00:00,2017-11-15 00:00:00,21.462840076446533,21.317280609130854,583,-84.86116944504036,max_hold,7,2017
APO,2017-11-13 00:00:00,2017-11-20 00:00:00,29.248380535125733,29.86016007614136,428,261.8416435546877,max_hold,7,2017
COF,2017-11-14 00:00:00,2017-11-21 00:00:00,86.172,87.77409695434571,145,232.30405838012814,max_hold,7,2017
MMM,2017-11-14 00:00:00,2017-11-21 00:00:00,192.13099255371094,195.3359773864746,65,208.3240141296386,rsi_exit,7,2017
ATI,2017-11-14 00:00:00,2017-11-21 00:00:00,21.673259159088136,22.08573916244507,577,238.0009619369503,max_hold,7,2017
NSC,2017-11-15 00:00:00,2017-11-22 00:00:00,126.67283816528322,128.97153573608398,98,225.27236193847398,max_hold,7,2017
FDX,2017-11-15 00:00:00,2017-11-22 00:00:00,214.87889694213868,217.39434182739257,58,145.89580334472532,max_hold,7,2017
DOV,2017-11-15 00:00:00,2017-11-22 00:00:00,75.02859526062012,76.34942129516601,166,219.25712173461744,max_hold,7,2017
EBAY,2017-11-20 00:00:00,2017-11-27 00:00:00,35.60105877685547,35.91802167510986,351,111.25397728729283,max_hold,7,2017
PNC,2017-11-22 00:00:00,2017-11-28 00:00:00,133.30607327270508,135.4086326904297,93,195.5380258483897,rsi_exit,6,2017
C,2017-11-22 00:00:00,2017-11-28 00:00:00,72.40452214050293,73.5525969543457,172,197.4688679809562,rsi_exit,6,2017
CDW,2017-11-22 00:00:00,2017-11-28 00:00:00,66.43260305786133,69.28115817260742,188,535.5283615722651,rsi_exit,6,2017
MET,2017-11-22 00:00:00,2017-11-29 00:00:00,51.8134190826416,53.44289923858643,241,392.70471758270304,rsi_exit,7,2017
